-6.6792,-9.384,-3.2232,6.7292,2.7273,0.015934,-5.7257,-9.9102,10.759,8.7111,1.2553,-5.7394,-10.517,9.3311,0.77212,0.36307,-7.5064,2.037,5.3062,21.168,13.84,-9.2284,-10.986,-5.1458,13.752,5.2666,4.9275,4.0797,4.2779,-3.9932,3.2743,-0.14442,-0.20417,4.1782,-5.2969,-1.9786,-10.376,-11.154,-1.5439,-11.908,3.6654,10.513,-2.6577,7.173,14.473,8.7501,10.672,9.0338,-20.279,10.626
5.6118,6.789,-0.82691,-9.6977,-10.823,-8.4417,0.37666,5.8677,-1.139,-10.257,5.7267,8.507,3.0292,-3.0278,-3.6758,6.102,3.4639,-2.0547,0.28423,-0.028729,-1.2826,-11.834,1.348,-6.9324,0.32601,-0.72356,-10.843,4.2242,7.6557,-2.4261,-4.3073,4.6415,-6.0366,-12.019,3.4072,-5.4722,-4.5295,-7.373,2.5416,-4.277,-8.5205,-11.251,0.88776,-11.206,-1.2717,-2.3366,5.4853,1.2807,-9.0723,-0.65345
-0.1157,-3.8338,-3.5544,3.2305,15.201,-3.3398,-5.9276,-3.7362,-3.0592,-16.108,-3.0499,-0.84899,0.96132,-8.6829,-9.204,6.9824,8.6511,-13.288,11.43,-8.5742,-0.27714,-4.2749,-4.1229,7.7149,-12.717,-0.50276,-11.705,-2.369,-10.714,-12.286,-6.2497,8.5067,-7.0343,-0.5761,5.109,2.3679,3.7939,7.2046,6.5373,-4.8428,3.0512,5.1851,3.1444,7.6979,-6.0357,1.5942,-9.574,0.8921,-13.859,-8.1049
0.053993,-10.998,-2.2768,-3.1448,-3.0682,2.4611,3.8855,2.128,-0.10188,-0.69051,-1.9685,3.4352,15,-5.0467,0.020845,-5.9695,6.4559,-7.8964,-1.9071,-4.8976,2.448,8.358,-3.382,-0.68059,-3.0226,9.8125,5.1795,11.172,6.8946,0.26054,11.787,19.403,2.58,-1.4369,-5.3085,-5.0492,-2.6043,14.374,-0.80603,-0.73359,-2.492,-10.052,2.1453,-8.4674,9.3506,-12.842,0.036831,-10.905,1.3876,0.19445
-1.8982,4.3457,8.1693,7.6253,8.2532,1.1896,-4.8567,-7.1707,-5.735,6.5931,-4.6382,9.0817,2.2222,-7.9535,-18.249,1.0464,-5.1531,-13.137,-5.5476,-3.4231,3.3003,7.0742,-7.3177,15.427,-1.7733,7.6112,-1.7656,2.9487,7.5168,0.4483,3.5648,-0.27452,-1.7871,4.7722,-2.8208,0.48571,-1.8751,4.7503,-10.109,-7.1517,-8.6447,3.5657,-1.1228,-12.606,-4.5605,-0.76288,1.4734,-1.4494,1.5181,-9.5067
10.163,12.561,-6.0389,-4.0784,1.3425,3.2433,8.9383,4.593,13.201,10.603,-8.9588,-7.1991,0.57834,7.3791,-12.372,10.749,3.6723,12.368,-25.797,3.0548,-6.9192,-6.6571,8.1557,0.35455,10.048,5.3474,-0.74524,-23.407,6.6938,0.31817,4.6778,7.4376,2.1953,10.435,1.3593,-6.0267,-4.2337,-3.8317,2.005,8.3129,11.16,4.0593,6.7375,-1.7022,1.6305,2.6279,-0.077798,7.3144,0.47848,5.512
5.1329,-6.0255,9.3301,5.723,0.95478,7.9001,-5.6297,-10.576,0.0066131,-5.4545,-4.2945,-4.0536,-17.072,0.90476,3.9324,-5.3264,13.171,5.6544,-4.0369,-6.385,1.3556,-0.83143,13.749,-0.064994,4.8731,8.6552,-1.0115,8.9573,6.6714,-11.621,-0.34807,1.0669,-5.9913,-0.51096,-3.1807,7.5674,13.837,5.1785,-7.2278,-2.7103,-7.6202,-15.116,6.4613,-4.0244,4.3018,8.3218,5.6906,2.6229,-4.1123,-8.3677
-9.1355,-0.15416,0.71341,-6.5274,-5.955,0.49111,-5.7254,-3.0296,-6.6461,-9.7064,2.4117,-5.3873,2.3047,8.4671,7.5944,0.12195,-1.852,-4.0007,-8.564,-11.555,5.286,6.1293,11.104,3.4106,10.581,9.27,-17.595,-1.2085,-1.4464,5.3562,8.5496,-4.3494,0.45811,-6.3364,-4.3396,2.649,-6.1722,-11.478,-3.7251,-16.558,-1.4856,11.742,-6.4302,3.1186,-10.723,7.6576,6.6015,-14.716,1.5323,6.2421
5.4162,-8.1043,-4.8603,-6.9455,5.8365,2.1085,8.2174,9.9518,-2.1794,-4.6264,-12.049,-1.6947,5.7833,-9.0156,7.5164,-3.7215,-13.597,-8.7977,-2.4656,4.773,5.492,-7.3232,-6.5995,-6.7643,-4.487,-0.50326,7.5387,-7.5699,-1.4822,2.2729,6.3632,3.9969,11.858,-5.4223,-16.849,4.4208,0.77393,-3.1712,-5.4727,8.1175,-4.6595,-0.72755,-6.6273,21.268,-6.6473,-5.4902,-2.1998,7.6633,5.7871,4.7523
3.9544,5.3504,11.206,2.4132,10.181,0.78055,13.469,-0.55966,-11.558,-1.4864,-8.0082,5.9463,3.7146,7.8503,4.8077,-1.895,-11.1,-9.8135,-5.6961,2.194,-4.0758,-1.0687,2.6861,1.1158,2.4527,9.6837,-14.355,-0.60468,-7.9884,-6.8109,1.7964,2.0344,-3.2823,2.6251,-13.228,-2.2905,-6.6861,-3.6595,-6.6806,-2.6914,5.6777,-1.5019,-9.4375,4.1792,6.17,-7.7452,-16.726,-3.472,1.785,6.5907
